Date,Close,rsi,macd,macd_signal,macd_diff,target
2022-02-17,10.758810997009277,48.620131637461945,-0.07535696133352232,-0.14214773782668977,0.06679077649316745,10.738978385925293
2022-02-18,10.738978385925293,48.18260773502655,-0.06974700735201367,-0.12766759173175454,0.057920584379740875,10.719147682189941
2022-02-21,10.719147682189941,47.72019395457788,-0.06613884305077988,-0.11536184199555961,0.04922299894477973,10.649734497070312
2022-02-22,10.649734497070312,46.05410811529408,-0.06809544882943364,-0.10590856336233442,0.03781311453290079,10.411752700805664
2022-02-23,10.411752700805664,40.795252501490786,-0.08783668839986625,-0.10229418836984079,0.014457499969974544,9.370576858520508
2022-02-24,9.370576858520508,26.52475144771826,-0.18535924598463538,-0.11890719989279971,-0.06645204609183566,10.183685302734375
2022-02-25,10.183685302734375,43.227165510611144,-0.19479010044014622,-0.13408378000226903,-0.06070632043787719,11.026541709899902
2022-02-28,11.026541709899902,54.71804258245285,-0.1327227077702613,-0.13381156555586748,0.0010888577856061898,11.899145126342773
2022-03-01,11.899145126342773,63.055136080221345,-0.012972509833794277,-0.10964375441145285,0.09667124457765858,11.383516311645508
2022-03-02,11.383516311645508,56.44214491202275,0.03986392224694768,-0.07974221907977275,0.11960614132672043,11.80990219116211
2022-03-03,11.80990219116211,60.16277796557775,0.11481938594974217,-0.04082989807386977,0.15564928402361194,11.998305320739746
2022-03-04,11.998305320739746,61.71876604228489,0.18726600305129004,0.004789282151162194,0.18247672090012784,12.047883987426758
2022-03-07,12.047883987426758,62.13786228114142,0.24584708099418684,0.053000841919767124,0.19284623907441972,12.85107707977295
2022-03-08,12.85107707977295,68.2098421646881,0.35301464423069184,0.11300360238195208,0.24001104184873978,12.394943237304688
2022-03-09,12.394943237304688,62.11734810954396,0.39656813062386753,0.16971650803033517,0.22685162259353236,12.107380867004395
2022-03-10,12.107380867004395,58.56580855774496,0.4032324892199348,0.2164197042682551,0.18681278495167972,12.067716598510742
2022-03-11,12.067716598510742,58.07260394836161,0.4006945095595835,0.2532746653265208,0.1474198442330627,11.948725700378418
2022-03-14,11.948725700378418,56.53446611291101,0.384647593341521,0.2795492509295209,0.10509834241200011,11.879312515258789
2022-03-15,11.879312515258789,55.609164667901226,0.36215454058743823,0.29607030886110436,0.06608423172633388,11.621499061584473
2022-03-16,11.621499061584473,52.19232296569315,0.31983834579369663,0.30082391624762284,0.019014429546073797,11.790070533752441
2022-03-17,11.790070533752441,54.17496574258798,0.29648704741548926,0.29995654248119613,-0.0034694950657068735,11.55208683013916
2022-03-18,11.55208683013916,50.96175626455684,0.25582864586323595,0.2911309631576041,-0.03530231729436817,11.978472709655762
2022-03-21,11.978472709655762,55.997441763591056,0.255072035083014,0.28391917754268614,-0.028847142459672126,12.047883987426758
2022-03-22,12.047883987426758,56.77559411159811,0.25710952702801393,0.27855724743975174,-0.021447720411737814,11.859481811523438
2022-03-23,11.859481811523438,53.98497741568074,0.24074659612051974,0.27099511717590535,-0.030248521055385613,11.700826644897461
2022-03-24,11.700826644897461,51.68128347511427,0.2125268324465317,0.25930146023003064,-0.046774627783498945,11.819817543029785
2022-03-25,11.819817543029785,53.291169233055605,0.19748752420599658,0.24693867302522385,-0.04945114881922727,11.690910339355469
2022-03-28,11.690910339355469,51.29718672197769,0.17317082458818334,0.23218510333781575,-0.059014278749632415,11.859481811523438
2022-03-29,11.859481811523438,53.735052255159374,0.16559311953818856,0.2188667065778903,-0.05327358703970175,12.08754825592041
2022-03-30,12.08754825592041,56.8798853505139,0.17596240465560697,0.21028584619343366,-0.03432344153782668,11.96855640411377
2022-03-31,11.96855640411377,54.78738002180399,0.17258899137378947,0.2027464752295048,-0.030157483855715345,12.285868644714355
2022-04-01,12.285868644714355,59.10758997278117,0.1932918350171544,0.20085554718703474,-0.007563712169880332,12.563514709472656
2022-04-04,12.563514709472656,62.485397561317484,0.22945765973250865,0.20657596969612954,0.022881690036379104,12.900657653808594
2022-04-05,12.900657653808594,66.14263070651145,0.28207239933136563,0.22167525562317678,0.060397143708188855,12.662674903869629
2022-04-06,12.662674903869629,61.57909270645521,0.3010958944711639,0.23755938339277421,0.0635365110783897,12.94032096862793
2022-04-07,12.94032096862793,64.64397867756838,0.3347174540118836,0.2569909975165961,0.07772645649528748,13.832756996154785
2022-04-08,13.832756996154785,72.29438850052104,0.4284361657737126,0.2912800311680194,0.13715613460569315,13.872420310974121
2022-04-11,13.872420310974121,72.5783836740878,0.5001440685838254,0.3330528386511806,0.1670912299326448,13.783175468444824
2022-04-12,13.783175468444824,70.81935076638514,0.5435065797166594,0.3751435868642764,0.168362992852383,13.812925338745117
2022-04-13,13.812925338745117,71.07105234547441,0.5736594589504822,0.4148467612815176,0.1588126976689646,13.793092727661133
2022-04-14,13.793092727661133,70.6336489653358,0.5891639912671423,0.4497102072786426,0.13945378398849967,13.654269218444824
2022-04-15,13.654269218444824,67.50199475738307,0.5835230572613206,0.4764727772751782,0.10705027998614236,13.961664199829102
